time,amplitude
6.349465426463835917e-03,-3.264000000000000000e+04
6.440172075413318903e-03,-3.264000000000000000e+04
6.530878724362802756e-03,-3.264000000000000000e+04
6.621585373312285742e-03,-3.264000000000000000e+04
6.712292022261768729e-03,-3.264000000000000000e+04
6.802998671211252582e-03,-3.264000000000000000e+04
6.893705320160735568e-03,-3.264000000000000000e+04
6.984411969110219422e-03,-3.264000000000000000e+04
7.075118618059702408e-03,-3.264000000000000000e+04
7.165825267009186261e-03,-3.264000000000000000e+04
7.256531915958669247e-03,-3.264000000000000000e+04
7.347238564908152234e-03,-3.264100000000000000e+04
7.437945213857636087e-03,-3.264100000000000000e+04
7.528651862807119073e-03,-3.264100000000000000e+04
7.619358511756602927e-03,-3.264000000000000000e+04
7.710065160706085913e-03,-3.264000000000000000e+04
7.800771809655569766e-03,-3.264000000000000000e+04
7.891478458605053620e-03,-3.264000000000000000e+04
7.982185107554535738e-03,3.264000000000000000e+04
8.072891756504019592e-03,-3.264100000000000000e+04
8.163598405453503445e-03,-3.264000000000000000e+04
8.254305054402985564e-03,-3.264000000000000000e+04
8.345011703352469418e-03,-3.264100000000000000e+04
8.435718352301953271e-03,-3.264100000000000000e+04
8.526425001251437125e-03,-3.264100000000000000e+04
8.617131650200919243e-03,-3.264000000000000000e+04
8.707838299150403097e-03,-3.264000000000000000e+04
8.798544948099886950e-03,-3.264000000000000000e+04
8.889251597049369069e-03,-3.264100000000000000e+04
8.979958245998852923e-03,-3.264100000000000000e+04
9.070664894948336776e-03,-3.264100000000000000e+04
9.161371543897820630e-03,-3.264100000000000000e+04
9.252078192847302748e-03,-3.264100000000000000e+04
9.342784841796786602e-03,-3.264100000000000000e+04
9.433491490746270455e-03,-3.264000000000000000e+04
9.524198139695752574e-03,3.264000000000000000e+04
9.614904788645236428e-03,-3.264100000000000000e+04
9.705611437594720281e-03,-3.264000000000000000e+04
9.796318086544204135e-03,-3.264100000000000000e+04
9.887024735493686253e-03,3.263900000000000000e+04
9.977731384443170107e-03,3.263900000000000000e+04
1.006843803339265396e-02,3.263900000000000000e+04
1.015914468234213608e-02,3.263900000000000000e+04
1.024985133129161993e-02,3.264000000000000000e+04
1.034055798024110379e-02,-3.264000000000000000e+04
1.043126462919058764e-02,-3.264000000000000000e+04
1.052197127814006976e-02,-3.264000000000000000e+04
1.061267792708955361e-02,-3.264000000000000000e+04
1.070338457603903747e-02,-3.264000000000000000e+04
1.079409122498852132e-02,-3.264000000000000000e+04
1.088479787393800344e-02,-3.264000000000000000e+04
1.097550452288748729e-02,-3.264000000000000000e+04
1.106621117183697114e-02,-3.264000000000000000e+04
1.115691782078645326e-02,-3.264000000000000000e+04
1.124762446973593712e-02,-3.264000000000000000e+04
1.133833111868542097e-02,-3.264000000000000000e+04
1.142903776763490482e-02,-3.264000000000000000e+04
1.151974441658438694e-02,-3.264000000000000000e+04
1.161045106553387080e-02,3.264000000000000000e+04
1.170115771448335465e-02,-3.264000000000000000e+04
1.179186436343283677e-02,-3.264000000000000000e+04
1.188257101238232062e-02,-3.264000000000000000e+04
1.197327766133180448e-02,3.264000000000000000e+04
1.206398431028128833e-02,-3.264100000000000000e+04
1.215469095923077045e-02,-3.264000000000000000e+04
1.224539760818025430e-02,-3.264000000000000000e+04
1.233610425712973815e-02,-3.264000000000000000e+04
1.242681090607922027e-02,-3.264000000000000000e+04
1.251751755502870413e-02,-3.264000000000000000e+04
1.260822420397818798e-02,-3.264000000000000000e+04
1.269893085292767183e-02,-3.264000000000000000e+04
1.278963750187715395e-02,-3.264000000000000000e+04
1.288034415082663781e-02,3.263900000000000000e+04
1.297105079977612166e-02,3.263900000000000000e+04
1.306175744872560551e-02,3.263900000000000000e+04
1.315246409767508763e-02,3.263900000000000000e+04
1.324317074662457148e-02,3.263900000000000000e+04
1.333387739557405534e-02,3.263900000000000000e+04
1.342458404452353746e-02,3.263900000000000000e+04
1.351529069347302131e-02,-3.264000000000000000e+04
1.360599734242250516e-02,-3.264000000000000000e+04
1.369670399137198902e-02,-3.264000000000000000e+04
1.378741064032147114e-02,-3.264000000000000000e+04
1.387811728927095499e-02,-3.264000000000000000e+04
1.396882393822043884e-02,-3.264000000000000000e+04
1.405953058716992096e-02,-3.264000000000000000e+04
1.415023723611940482e-02,-3.264000000000000000e+04
1.424094388506888867e-02,-3.264000000000000000e+04
1.433165053401837252e-02,-3.264000000000000000e+04
1.442235718296785464e-02,-3.264000000000000000e+04
1.451306383191733849e-02,-3.264000000000000000e+04
1.460377048086682235e-02,-3.264000000000000000e+04
1.469447712981630447e-02,-3.264000000000000000e+04
1.478518377876578832e-02,-3.264000000000000000e+04
1.487589042771527217e-02,-3.264000000000000000e+04
1.496659707666475603e-02,-3.264000000000000000e+04
1.505730372561423815e-02,-3.264000000000000000e+04
1.514801037456372200e-02,-3.264000000000000000e+04
1.523871702351320585e-02,-3.264000000000000000e+04
1.532942367246268797e-02,-3.264000000000000000e+04
1.542013032141217183e-02,-3.264000000000000000e+04
1.551083697036165568e-02,-3.264000000000000000e+04
1.560154361931113953e-02,-3.264000000000000000e+04
1.569225026826062339e-02,-3.264000000000000000e+04
1.578295691721010724e-02,-3.264000000000000000e+04
1.587366356615958762e-02,-3.264000000000000000e+04
1.596437021510907148e-02,-3.264000000000000000e+04
1.605507686405855533e-02,-3.264000000000000000e+04
1.614578351300803918e-02,3.264000000000000000e+04
1.623649016195752304e-02,3.263900000000000000e+04
1.632719681090700689e-02,3.263900000000000000e+04
1.641790345985649074e-02,3.263900000000000000e+04
1.650861010880597113e-02,-3.264100000000000000e+04
1.659931675775545498e-02,-3.264000000000000000e+04
1.669002340670493884e-02,-3.264000000000000000e+04
1.678073005565442269e-02,-3.264000000000000000e+04
1.687143670460390654e-02,-3.264000000000000000e+04
1.696214335355339040e-02,-3.264000000000000000e+04
1.705285000250287425e-02,-3.264000000000000000e+04
1.714355665145235463e-02,-3.264000000000000000e+04
1.723426330040183849e-02,-3.264000000000000000e+04
1.732496994935132234e-02,-3.264000000000000000e+04
1.741567659830080619e-02,-3.264000000000000000e+04
1.750638324725029005e-02,-3.264000000000000000e+04
1.759708989619977390e-02,-3.264000000000000000e+04
1.768779654514925775e-02,-3.264000000000000000e+04
1.777850319409873814e-02,3.263900000000000000e+04
1.786920984304822199e-02,3.263900000000000000e+04
1.795991649199770585e-02,3.263900000000000000e+04
1.805062314094718970e-02,3.263900000000000000e+04
1.814132978989667355e-02,3.263900000000000000e+04
1.823203643884615741e-02,3.264000000000000000e+04
1.832274308779564126e-02,3.263900000000000000e+04
1.841344973674512164e-02,3.263900000000000000e+04
1.850415638569460550e-02,3.263900000000000000e+04
1.859486303464408935e-02,3.263900000000000000e+04
1.868556968359357320e-02,-3.264100000000000000e+04
1.877627633254305706e-02,-3.264000000000000000e+04
1.886698298149254091e-02,-3.264000000000000000e+04
1.895768963044202476e-02,-3.264000000000000000e+04
1.904839627939150515e-02,-3.264000000000000000e+04
1.913910292834098900e-02,-3.264000000000000000e+04
1.922980957729047286e-02,-3.264000000000000000e+04
1.932051622623995671e-02,-3.264000000000000000e+04
1.941122287518944056e-02,-3.264000000000000000e+04
1.950192952413892442e-02,-3.264000000000000000e+04
1.959263617308840827e-02,-3.264000000000000000e+04
1.968334282203788865e-02,3.264000000000000000e+04
1.977404947098737251e-02,-3.264000000000000000e+04
1.986475611993685636e-02,-3.264000000000000000e+04
1.995546276888634021e-02,-3.264000000000000000e+04
2.004616941783582407e-02,-3.264000000000000000e+04
2.013687606678530792e-02,3.264000000000000000e+04
2.022758271573479177e-02,3.263900000000000000e+04
2.031828936468427216e-02,3.263900000000000000e+04
2.040899601363375601e-02,3.263900000000000000e+04
2.049970266258323986e-02,-3.264000000000000000e+04
2.059040931153272372e-02,-3.264000000000000000e+04
2.068111596048220757e-02,-3.264000000000000000e+04
2.077182260943169143e-02,-3.264000000000000000e+04
2.086252925838117528e-02,-3.264000000000000000e+04
2.095323590733065913e-02,-3.264000000000000000e+04
2.104394255628013952e-02,-3.264000000000000000e+04
2.113464920522962337e-02,-3.264000000000000000e+04
2.122535585417910722e-02,-3.264000000000000000e+04
2.131606250312859108e-02,-3.264000000000000000e+04
2.140676915207807493e-02,-3.264000000000000000e+04
2.149747580102755878e-02,-3.264000000000000000e+04
2.158818244997704264e-02,-3.264000000000000000e+04
2.167888909892652302e-02,-3.264000000000000000e+04
2.176959574787600687e-02,-3.264000000000000000e+04
2.186030239682549073e-02,-3.264000000000000000e+04
2.195100904577497458e-02,-3.264000000000000000e+04
2.204171569472445844e-02,-3.264000000000000000e+04
2.213242234367394229e-02,-3.264000000000000000e+04
2.222312899262342614e-02,-3.264000000000000000e+04
2.231383564157290653e-02,-3.264000000000000000e+04
2.240454229052239038e-02,-3.264000000000000000e+04
2.249524893947187423e-02,-3.264000000000000000e+04
2.258595558842135809e-02,-3.264000000000000000e+04
2.267666223737084194e-02,3.264000000000000000e+04
2.276736888632032579e-02,3.264000000000000000e+04
2.285807553526980965e-02,3.264000000000000000e+04
2.294878218421929003e-02,-3.264000000000000000e+04
2.303948883316877388e-02,-3.264000000000000000e+04
2.313019548211825774e-02,3.264000000000000000e+04
2.322090213106774159e-02,3.264000000000000000e+04
2.331160878001722545e-02,3.264000000000000000e+04
2.340231542896670930e-02,-3.264000000000000000e+04
2.349302207791619315e-02,-3.264000000000000000e+04
2.358372872686567354e-02,-3.264000000000000000e+04
2.367443537581515739e-02,3.264000000000000000e+04
2.376514202476464124e-02,3.264000000000000000e+04
2.385584867371412510e-02,3.264000000000000000e+04
2.394655532266360895e-02,-3.264000000000000000e+04
2.403726197161309280e-02,-3.264000000000000000e+04
2.412796862056257666e-02,-3.264000000000000000e+04
2.421867526951205704e-02,-3.264000000000000000e+04
2.430938191846154089e-02,-3.264000000000000000e+04
2.440008856741102475e-02,3.263900000000000000e+04
2.449079521636050860e-02,-3.264000000000000000e+04
2.458150186530999246e-02,-3.264000000000000000e+04
2.467220851425947631e-02,-3.264000000000000000e+04
2.476291516320896016e-02,-3.264000000000000000e+04
2.485362181215844055e-02,-3.264000000000000000e+04
2.494432846110792440e-02,-3.264000000000000000e+04
2.503503511005740825e-02,3.264000000000000000e+04
2.512574175900689211e-02,3.263900000000000000e+04
2.521644840795637596e-02,3.263900000000000000e+04
2.530715505690585981e-02,3.264000000000000000e+04
2.539786170585534367e-02,-3.264000000000000000e+04
2.548856835480482405e-02,-3.264000000000000000e+04
2.557927500375430790e-02,-3.264000000000000000e+04
2.566998165270379176e-02,-3.264000000000000000e+04
2.576068830165327561e-02,-3.264000000000000000e+04
2.585139495060275946e-02,-3.264000000000000000e+04
2.594210159955224332e-02,-3.264000000000000000e+04
2.603280824850172717e-02,-3.264000000000000000e+04
2.612351489745121103e-02,-3.264000000000000000e+04
2.621422154640069141e-02,-3.264000000000000000e+04
2.630492819535017526e-02,-3.264000000000000000e+04
2.639563484429965912e-02,3.263900000000000000e+04
2.648634149324914297e-02,3.264000000000000000e+04
2.657704814219862682e-02,3.264000000000000000e+04
2.666775479114811068e-02,-3.264100000000000000e+04
2.675846144009759453e-02,-3.264000000000000000e+04
2.684916808904707491e-02,-3.264000000000000000e+04
2.693987473799655877e-02,-3.264000000000000000e+04
2.703058138694604262e-02,-3.264000000000000000e+04
2.712128803589552647e-02,-3.264000000000000000e+04
2.721199468484501033e-02,-3.264000000000000000e+04
2.730270133379449418e-02,-3.264000000000000000e+04
2.739340798274397804e-02,-3.264000000000000000e+04
2.748411463169345842e-02,-3.264000000000000000e+04
2.757482128064294227e-02,-3.264000000000000000e+04
2.766552792959242613e-02,-3.264000000000000000e+04
2.775623457854190998e-02,-3.264000000000000000e+04
2.784694122749139383e-02,-3.264000000000000000e+04
2.793764787644087769e-02,-3.264000000000000000e+04
2.802835452539036154e-02,-3.264000000000000000e+04
2.811906117433984192e-02,-3.264000000000000000e+04
2.820976782328932578e-02,3.263900000000000000e+04
2.830047447223880963e-02,3.263900000000000000e+04
2.839118112118829348e-02,3.263900000000000000e+04
2.848188777013777734e-02,3.263900000000000000e+04
2.857259441908726119e-02,3.264000000000000000e+04
2.866330106803674505e-02,-3.264000000000000000e+04
2.875400771698622543e-02,-3.264000000000000000e+04
2.884471436593570928e-02,-3.264000000000000000e+04
2.893542101488519314e-02,-3.264000000000000000e+04
2.902612766383467699e-02,-3.264000000000000000e+04
2.911683431278416084e-02,-3.264000000000000000e+04
2.920754096173364470e-02,-3.264000000000000000e+04
2.929824761068312855e-02,3.264000000000000000e+04
2.938895425963260893e-02,-3.264100000000000000e+04
2.947966090858209279e-02,3.264000000000000000e+04
2.957036755753157664e-02,3.264000000000000000e+04
2.966107420648106049e-02,3.264000000000000000e+04
2.975178085543054435e-02,3.264000000000000000e+04
2.984248750438002820e-02,-3.264000000000000000e+04
2.993319415332951205e-02,-3.264000000000000000e+04
3.002390080227899244e-02,-3.264000000000000000e+04
3.011460745122847629e-02,-3.264000000000000000e+04
3.020531410017796015e-02,-3.264000000000000000e+04
3.029602074912744400e-02,-3.264000000000000000e+04
3.038672739807692785e-02,-3.264000000000000000e+04
3.047743404702641171e-02,-3.264000000000000000e+04
3.056814069597589556e-02,-3.264000000000000000e+04
3.065884734492537594e-02,-3.264000000000000000e+04
3.074955399387485980e-02,-3.264000000000000000e+04
3.084026064282434365e-02,-3.264000000000000000e+04
3.093096729177382750e-02,-3.264000000000000000e+04
3.102167394072331136e-02,-3.264000000000000000e+04
3.111238058967279521e-02,-3.264000000000000000e+04
3.120308723862227906e-02,3.263900000000000000e+04
3.129379388757175945e-02,3.263900000000000000e+04
3.138450053652124677e-02,3.263900000000000000e+04
3.147520718547072716e-02,3.263900000000000000e+04
3.156591383442021448e-02,3.263900000000000000e+04
3.165662048336969486e-02,3.263900000000000000e+04
3.174732713231917525e-02,3.263900000000000000e+04
3.183803378126866257e-02,3.263900000000000000e+04
3.192874043021814295e-02,3.263900000000000000e+04
3.201944707916763028e-02,3.263900000000000000e+04
3.211015372811711066e-02,3.263900000000000000e+04
3.220086037706659798e-02,-3.264100000000000000e+04
3.229156702601607837e-02,-3.264100000000000000e+04
3.238227367496555875e-02,-3.264000000000000000e+04
3.247298032391504607e-02,-3.264000000000000000e+04
3.256368697286452646e-02,-3.264000000000000000e+04
3.265439362181401378e-02,-3.264000000000000000e+04
3.274510027076349417e-02,-3.264000000000000000e+04
3.283580691971298149e-02,-3.264000000000000000e+04
3.292651356866246187e-02,-3.264000000000000000e+04
3.301722021761194226e-02,-3.264000000000000000e+04
3.310792686656142958e-02,-3.264100000000000000e+04
3.319863351551090996e-02,-3.264000000000000000e+04
3.328934016446039729e-02,-3.264000000000000000e+04
3.338004681340987767e-02,-3.264000000000000000e+04
3.347075346235936499e-02,-3.264000000000000000e+04
3.356146011130884538e-02,-3.264000000000000000e+04
3.365216676025832576e-02,-3.264000000000000000e+04
3.374287340920781308e-02,-3.264000000000000000e+04
3.383358005815729347e-02,-3.264000000000000000e+04
3.392428670710678079e-02,-3.264000000000000000e+04
3.401499335605626118e-02,3.263900000000000000e+04
3.410570000500574850e-02,-3.264000000000000000e+04
3.419640665395522888e-02,-3.264000000000000000e+04
3.428711330290470927e-02,3.264000000000000000e+04
3.437781995185419659e-02,3.263900000000000000e+04
3.446852660080367697e-02,3.263900000000000000e+04
3.455923324975316430e-02,3.263900000000000000e+04
3.464993989870264468e-02,3.263900000000000000e+04
3.474064654765213200e-02,-3.264000000000000000e+04
3.483135319660161239e-02,-3.264000000000000000e+04
3.492205984555109277e-02,-3.264000000000000000e+04
3.501276649450058009e-02,-3.264000000000000000e+04
3.510347314345006048e-02,-3.264000000000000000e+04
3.519417979239954780e-02,-3.264000000000000000e+04
3.528488644134902819e-02,-3.264000000000000000e+04
3.537559309029851551e-02,-3.264000000000000000e+04
3.546629973924799589e-02,-3.264000000000000000e+04
3.555700638819747628e-02,3.264000000000000000e+04
3.564771303714696360e-02,3.264000000000000000e+04
3.573841968609644398e-02,3.263900000000000000e+04
3.582912633504593131e-02,-3.264100000000000000e+04
3.591983298399541169e-02,-3.264000000000000000e+04
3.601053963294489901e-02,-3.264000000000000000e+04
3.610124628189437940e-02,-3.264000000000000000e+04
3.619195293084385978e-02,-3.264000000000000000e+04
3.628265957979334710e-02,-3.264000000000000000e+04
3.637336622874282749e-02,-3.264000000000000000e+04
3.646407287769231481e-02,3.264000000000000000e+04
3.655477952664179520e-02,3.264000000000000000e+04
3.664548617559128252e-02,-3.264000000000000000e+04
3.673619282454076290e-02,-3.264000000000000000e+04
3.682689947349024329e-02,-3.264000000000000000e+04
3.691760612243973061e-02,-3.264000000000000000e+04
3.700831277138921099e-02,-3.264000000000000000e+04
3.709901942033869832e-02,-3.264000000000000000e+04
3.718972606928817870e-02,-3.264000000000000000e+04
3.728043271823766602e-02,-3.264000000000000000e+04
3.737113936718714641e-02,-3.264000000000000000e+04
3.746184601613662679e-02,-3.264000000000000000e+04
3.755255266508611411e-02,-3.264000000000000000e+04
3.764325931403559450e-02,-3.264000000000000000e+04
3.773396596298508182e-02,3.264000000000000000e+04
3.782467261193456221e-02,3.263900000000000000e+04
3.791537926088404953e-02,3.263900000000000000e+04
3.800608590983352991e-02,3.263900000000000000e+04
3.809679255878301030e-02,3.263900000000000000e+04
3.818749920773249762e-02,3.263900000000000000e+04
3.827820585668197800e-02,-3.264100000000000000e+04
3.836891250563146533e-02,-3.264000000000000000e+04
3.845961915458094571e-02,-3.264000000000000000e+04
3.855032580353043303e-02,-3.264000000000000000e+04
3.864103245247991342e-02,-3.264000000000000000e+04
3.873173910142939380e-02,-3.264000000000000000e+04
3.882244575037888112e-02,-3.264000000000000000e+04
3.891315239932836151e-02,-3.264000000000000000e+04
3.900385904827784883e-02,-3.264000000000000000e+04
3.909456569722732922e-02,-3.264000000000000000e+04
3.918527234617681654e-02,-3.264000000000000000e+04
3.927597899512629692e-02,3.264000000000000000e+04
3.936668564407577731e-02,3.263900000000000000e+04
3.945739229302526463e-02,3.263900000000000000e+04
3.954809894197474501e-02,3.263900000000000000e+04
3.963880559092423234e-02,3.263900000000000000e+04
3.972951223987371272e-02,3.263900000000000000e+04
3.982021888882320004e-02,3.263900000000000000e+04
3.991092553777268043e-02,3.263900000000000000e+04
4.000163218672216081e-02,3.263900000000000000e+04
4.009233883567164813e-02,3.263900000000000000e+04
4.018304548462112852e-02,3.263900000000000000e+04
4.027375213357061584e-02,3.263900000000000000e+04
4.036445878252009622e-02,-3.264000000000000000e+04
4.045516543146958355e-02,-3.264000000000000000e+04
4.054587208041906393e-02,-3.264000000000000000e+04
4.063657872936854432e-02,-3.264000000000000000e+04
4.072728537831803164e-02,-3.264000000000000000e+04
4.081799202726751202e-02,-3.264000000000000000e+04
4.090869867621699935e-02,-3.264000000000000000e+04
4.099940532516647973e-02,-3.264000000000000000e+04
4.109011197411596705e-02,-3.264000000000000000e+04
4.118081862306544744e-02,-3.264000000000000000e+04
4.127152527201493476e-02,-3.264000000000000000e+04
4.136223192096441514e-02,-3.264000000000000000e+04
4.145293856991389553e-02,-3.264000000000000000e+04
4.154364521886338285e-02,-3.264000000000000000e+04
4.163435186781286323e-02,-3.264000000000000000e+04
4.172505851676235056e-02,-3.264000000000000000e+04
4.181576516571183094e-02,-3.264000000000000000e+04
4.190647181466131826e-02,-3.264100000000000000e+04
4.199717846361079865e-02,-3.264000000000000000e+04
4.208788511256027903e-02,-3.264100000000000000e+04
4.217859176150976636e-02,-3.264000000000000000e+04
4.226929841045924674e-02,-3.264000000000000000e+04
4.236000505940873406e-02,3.264000000000000000e+04
4.245071170835821445e-02,3.263900000000000000e+04
4.254141835730770177e-02,3.263900000000000000e+04
4.263212500625718215e-02,3.263900000000000000e+04
4.272283165520666254e-02,3.263900000000000000e+04
4.281353830415614986e-02,3.263900000000000000e+04
4.290424495310563024e-02,3.263900000000000000e+04
4.299495160205511757e-02,3.263900000000000000e+04
4.308565825100459795e-02,3.263900000000000000e+04
4.317636489995408527e-02,3.263900000000000000e+04
4.326707154890356566e-02,-3.264000000000000000e+04
4.335777819785304604e-02,-3.264000000000000000e+04
4.344848484680253337e-02,-3.264000000000000000e+04
4.353919149575201375e-02,-3.264000000000000000e+04
4.362989814470150107e-02,3.264000000000000000e+04
4.372060479365098146e-02,3.264000000000000000e+04
4.381131144260046878e-02,3.263900000000000000e+04
4.390201809154994916e-02,-3.264100000000000000e+04
4.399272474049942955e-02,-3.264100000000000000e+04
4.408343138944891687e-02,-3.264000000000000000e+04
4.417413803839839725e-02,-3.264000000000000000e+04
4.426484468734788458e-02,-3.264000000000000000e+04
4.435555133629736496e-02,-3.264000000000000000e+04
4.444625798524685228e-02,-3.264000000000000000e+04
4.453696463419633267e-02,-3.264000000000000000e+04
4.462767128314581305e-02,-3.264000000000000000e+04
4.471837793209530038e-02,-3.264000000000000000e+04
4.480908458104478076e-02,-3.264100000000000000e+04
4.489979122999426808e-02,-3.264100000000000000e+04
4.499049787894374847e-02,3.263900000000000000e+04
4.508120452789323579e-02,3.263900000000000000e+04
4.517191117684271617e-02,3.263900000000000000e+04
4.526261782579219656e-02,3.263900000000000000e+04
4.535332447474168388e-02,-3.264100000000000000e+04
4.544403112369116426e-02,3.263900000000000000e+04
4.553473777264065159e-02,-3.264000000000000000e+04
4.562544442159013197e-02,-3.264000000000000000e+04
4.571615107053961929e-02,-3.264000000000000000e+04
4.580685771948909968e-02,-3.264000000000000000e+04
4.589756436843858006e-02,-3.264000000000000000e+04
4.598827101738806739e-02,-3.264000000000000000e+04
4.607897766633754777e-02,-3.264000000000000000e+04
4.616968431528703509e-02,-3.264000000000000000e+04
4.626039096423651548e-02,-3.264000000000000000e+04
4.635109761318600280e-02,-3.264000000000000000e+04
4.644180426213548318e-02,-3.264000000000000000e+04
4.653251091108496357e-02,-3.264000000000000000e+04
4.662321756003445089e-02,-3.264000000000000000e+04
4.671392420898393127e-02,-3.264000000000000000e+04
4.680463085793341860e-02,-3.264000000000000000e+04
4.689533750688289898e-02,3.264000000000000000e+04
4.698604415583238630e-02,-3.264100000000000000e+04
4.707675080478186669e-02,-3.264000000000000000e+04
4.716745745373134707e-02,3.263900000000000000e+04
4.725816410268083440e-02,-3.264000000000000000e+04
4.734887075163031478e-02,-3.264000000000000000e+04
4.743957740057980210e-02,-3.264000000000000000e+04
4.753028404952928249e-02,-3.264000000000000000e+04
4.762099069847876981e-02,-3.264000000000000000e+04
4.771169734742825019e-02,-3.264000000000000000e+04
4.780240399637773058e-02,-3.264000000000000000e+04
4.789311064532721790e-02,-3.264000000000000000e+04
4.798381729427669828e-02,-3.264000000000000000e+04
4.807452394322618561e-02,-3.264000000000000000e+04
4.816523059217566599e-02,-3.264000000000000000e+04
4.825593724112515331e-02,3.264000000000000000e+04
4.834664389007463370e-02,3.263900000000000000e+04
4.843735053902411408e-02,3.263900000000000000e+04
4.852805718797360141e-02,3.263900000000000000e+04
4.861876383692308179e-02,-3.264100000000000000e+04
4.870947048587256911e-02,-3.264000000000000000e+04
4.880017713482204950e-02,-3.264000000000000000e+04
4.889088378377153682e-02,-3.264000000000000000e+04
4.898159043272101720e-02,-3.264000000000000000e+04
4.907229708167049759e-02,-3.264000000000000000e+04
4.916300373061998491e-02,-3.264000000000000000e+04
4.925371037956946529e-02,-3.264000000000000000e+04
4.934441702851895262e-02,-3.264000000000000000e+04
4.943512367746843300e-02,3.264000000000000000e+04
4.952583032641792032e-02,-3.264000000000000000e+04
4.961653697536740071e-02,-3.264100000000000000e+04
4.970724362431688109e-02,-3.264000000000000000e+04
4.979795027326636842e-02,-3.264000000000000000e+04
4.988865692221584880e-02,-3.264000000000000000e+04
4.997936357116533612e-02,-3.264000000000000000e+04
5.007007022011481651e-02,-3.264000000000000000e+04
5.016077686906430383e-02,-3.264000000000000000e+04
5.025148351801378421e-02,-3.264000000000000000e+04
5.034219016696326460e-02,-3.264000000000000000e+04
5.043289681591275192e-02,-3.264000000000000000e+04
5.052360346486223230e-02,-3.264000000000000000e+04
5.061431011381171963e-02,-3.264000000000000000e+04
5.070501676276120001e-02,-3.264100000000000000e+04
5.079572341171068733e-02,-3.264100000000000000e+04
5.088643006066016772e-02,3.263900000000000000e+04
5.097713670960964810e-02,3.263900000000000000e+04
5.106784335855913542e-02,3.263900000000000000e+04
5.115855000750861581e-02,3.263900000000000000e+04
